이미지,상품명,가격,컬러
https://static.zara.net/assets/public/9ba6/d5ec/da3d4a688253/9f035af65523/02335185822-p/02335185822-p.jpg?ts=1779202384588,인터록 케이프 티셔츠,"₩ 39,900",먹색
https://static.zara.net/assets/public/5816/2ab5/0ab54cf08977/346aa0405a86/09929141251-a1/09929141251-a1.jpg?ts=1780059541494,린넨 스트레이트 팬츠,"₩ 57,900",스크래치 화이트
https://static.zara.net/assets/public/be58/fc99/c1d640de9c43/0668ceb85987/09929141052-p/09929141052-p.jpg?ts=1775064549192,린넨 스트레이트 팬츠,"₩ 57,900",라이트 베이지
https://static.zara.net/assets/public/bf59/2e41/b4dc4a88970e/e5429320315a/04174175800-p/04174175800-p.jpg?ts=1773250084295,미니멀 반소매 티셔츠,"₩ 21,900",블랙
https://static.zara.net/assets/public/7e09/a277/5dfe4f708317/aee8b993b483/00251103020-p/00251103020-p.jpg?ts=1779966936964,CARAMEL LONDON X ZARA 실크 원피스,"₩ 189,900",프린트
https://static.zara.net/assets/public/232b/f2d7/034b4d5aa742/4ba310581938/08372244427000-ult/08372244427000-ult.jpg?ts=1778835533115,벨티드 플리츠 버뮤다 팬츠,"₩ 55,900",미디움 블루
https://static.zara.net/assets/public/7e29/a17d/6919436e9203/03327fa2b038/02561537070-p/02561537070-p.jpg?ts=1776870918103,스트라이프 리본 블라우스,"₩ 57,900",크림 / 블랙
https://static.zara.net/assets/public/1121/2046/08de41899ace/660e7df97622/05067301800-p/05067301800-p.jpg?ts=1779809733283,스트레치 카프리 팬츠,"₩ 45,900",블랙
https://static.zara.net/assets/public/d9c1/c1c4/4e3740f4a5ee/cc5f7a3e0ac6/12515610800-p/12515610800-p.jpg?ts=1779102797822,소프트 셔링 로퍼,"₩ 59,900",블랙
https://static.zara.net/assets/public/2a0d/dd3f/ba1b4226ba9b/19811017ac30/02871793052-p/02871793052-p.jpg?ts=1780044693109,테일러드 토글 버튼 베스트,"₩ 79,900",라이트 베이지
https://static.zara.net/assets/public/9038/5d4d/dc5040859ab1/bdf07ffafdad/07770804250-a1/07770804250-a1.jpg?ts=1780042940844,린넨 토글 벌룬 셔츠,"₩ 57,900",화이트
https://static.zara.net/assets/public/3f74/2d64/bd494540b8f0/fa08127c2785/02794345044-p/02794345044-p.jpg?ts=1777282908104,플라워 셔링 포플린 셔츠,"₩ 49,900",블루 /화이트
https://static.zara.net/assets/public/5bb1/a489/de264c4eb559/cfdad533a7b2/06164052407-p/06164052407-p.jpg?ts=1779878392545,Z1975 자수 쇼츠,"₩ 55,900",블루
https://static.zara.net/assets/public/335b/7da7/46954a6781bc/af14293b466c/11301810044-p/11301810044-p.jpg?ts=1777545317108,레더 힐 뮬,"₩ 79,900",라이트 블루
https://static.zara.net/assets/public/c32f/7008/b2e94590ae6a/10c3b4b119b4/01821027104-000-a6/01821027104-000-a6.jpg?ts=1777557464254,볼륨 스트라이프 셔츠,"₩ 49,900",스트라이프
https://static.zara.net/assets/public/58f7/2423/279f4d3a8215/93c3d8b72cf6/05802025712-p/05802025712-p.jpg?ts=1779372588290,플라워 자수 니트 재킷,"₩ 55,900",크림
https://static.zara.net/assets/public/9425/dc5f/2d9a47d28050/1677e8a4997a/01300015800-p/01300015800-p.jpg?ts=1773250011390,오버사이즈 카고 팬츠,"₩ 59,900",블랙
https://static.zara.net/assets/public/f5ec/deeb/9a94460f828e/7b71447103e0/04786030620-p/04786030620-p.jpg?ts=1778594126477,ZW 컬렉션 100% 린넨 셔츠,"₩ 59,900",로즈핑크
https://static.zara.net/assets/public/bb42/0e22/ba34427a9897/1aac4f801364/02893029330-p/02893029330-p.jpg?ts=1775816047336,플로럴 패턴 니트 탑,"₩ 49,900",멀티컬러
https://static.zara.net/assets/public/9753/d0eb/37894ede944c/abeb56cd93d6/02731062800-a3/02731062800-a3.jpg?ts=1778168165078,ZW 컬렉션 케이프 미디 스커트,"₩ 59,900",블랙
https://static.zara.net/assets/public/f65f/c0b6/30e948afbb35/d789935a8998/03641157251-a1/03641157251-a1.jpg?ts=1778847884540,페이크 더블 숏 슬리브 티셔츠,"₩ 21,900",스크래치 화이트
https://static.zara.net/assets/public/8008/f2ef/265e46bdaf0c/a0387122c170/08228037407-p/08228037407-p.jpg?ts=1780059542947,벨티드 배기 버뮤다 팬츠,"₩ 49,900",블루
https://static.zara.net/assets/public/0c49/177f/af99417ea9f6/501529575618/04083036407-a1/04083036407-a1.jpg?ts=1777384300719,SHORTS Z1975 MOM FIT 미드라이즈,"₩ 45,900",블루
https://static.zara.net/assets/public/9cce/a1e1/60b545de8fee/264960d1498b/01689221401-a2/01689221401-a2.jpg?ts=1778681703673,포플린 배럴 팬츠,"₩ 57,900",네이비
https://static.zara.net/assets/public/7580/dd35/741e4854a203/6f2d3cb8d0dd/02335637251-p/02335637251-p.jpg?ts=1762435170500,미니멀 숏 슬리브 티셔츠,"₩ 21,900",스크래치 화이트
https://static.zara.net/assets/public/2a79/ee22/22c24c6a8d5b/aaba156d3d8d/06050076716-p/06050076716-p.jpg?ts=1778500394618,헬로키티 © 산리오 워시드 이펙트 글리터 티셔츠,"₩ 49,900",다크 브라운
https://static.zara.net/assets/public/34fd/c3c6/3811405e8478/900520d6e6ae/01416035427-a1/01416035427-a1.jpg?ts=1779204735825,Z1975 크로스 데님 스커트 팬츠,"₩ 49,900",미디움 블루
https://static.zara.net/assets/public/b4e1/dfdc/1ca246219310/818141621d70/04387023712-p/04387023712-p.jpg?ts=1772643403678,루즈핏 스트레이트 팬츠,"₩ 49,900",크림
https://static.zara.net/assets/public/8135/faf5/fcab44d4a24a/6323cb7c9980/04786030401-a1/04786030401-a1.jpg?ts=1774279827251,ZW 컬렉션 100% 린넨 셔츠,"₩ 59,900",네이비
https://static.zara.net/assets/public/c441/23a1/45b0495da9a9/48303fc05b21/04387041401-p/04387041401-p.jpg?ts=1779202391382,스카프 벨티드 포플린 팬츠,"₩ 57,900",네이비
https://static.zara.net/assets/public/f901/bd79/3ed14ec9bba0/2763aff18d20/13381710400-p/13381710400-p.jpg?ts=1778085639123,스웨이드 힐 샌들,"₩ 79,900",블루
https://static.zara.net/assets/public/a680/ddd9/584842788dfb/5519c68d21e0/15814710800-p/15814710800-p.jpg?ts=1772726576203,청키 리본 디테일 발레리나 슈즈,"₩ 69,900",블랙
https://static.zara.net/assets/public/802f/230d/0acb46099c9f/8506cb532658/05252803400-p/05252803400-p.jpg?ts=1779289146710,TRF 디스트로이드 미드라이즈 데님 조츠 버뮤다 팬츠,"₩ 55,900",블루
https://static.zara.net/assets/public/a0f7/90f7/3dca4877bdf3/f5a02bd8a9cf/06045009400-a1/06045009400-a1.jpg?ts=1778501672962,TRF 로우라이즈 데님 미니 쇼츠,"₩ 49,900",블루
https://static.zara.net/assets/public/4dbb/f9f6/77c24231b90d/f03201d9fa2a/07200060800-p/07200060800-p.jpg?ts=1779272156996,프릴 자수 루즈 탑,"₩ 55,900",블랙
https://static.zara.net/assets/public/1df5/4563/a7e9456f9f25/f13998963d2c/02984709753-a7/02984709753-a7.jpg?ts=1780054525550,린넨 크로스 재킷,"₩ 79,900",초콜렛 블라운
https://static.zara.net/assets/public/f438/d4bf/a43e477e82cc/4c966207ddf0/04174315806-p/04174315806-p.jpg?ts=1769594224712,브이넥 티셔츠,"₩ 19,900",스톤
https://static.zara.net/assets/public/7afa/02a2/f0474340a955/fea188efdda6/15515810500-e1/15515810500-e1.jpg?ts=1775720083400,배색 플랫 샌들,"₩ 39,900",그린
https://static.zara.net/assets/public/ee1d/c4ad/b3514d3cbb54/807152be782f/03641871800-p/03641871800-p.jpg?ts=1762518570508,슬리브리스 탑,"₩ 17,900",블랙
https://static.zara.net/assets/public/ef46/be0e/9a774d6695c9/8c4e3d9d0281/03152444800-p/03152444800-p.jpg?ts=1775810216498,루즈 플리츠 팬츠,"₩ 55,900",블랙
https://static.zara.net/assets/public/6f9a/f437/c376490885e2/9c8855075a69/20110782999-e1/20110782999-e1.jpg?ts=1774514099842,ELEGANTLY TOKYO 오드 퍼퓸 30ML,"₩ 35,900",물들인 가죽
https://static.zara.net/assets/public/e0a3/31a5/00524efcb69e/2bea178f8163/04387086052-p/04387086052-p.jpg?ts=1778828803102,린넨 배럴 팬츠,"₩ 57,900",라이트 베이지
https://static.zara.net/assets/public/2f39/d070/7d014d14ba4e/cefe7970aa0f/07748856081-ult/07748856081-ult.jpg?ts=1779446285996,린넨 플랫 프론트 블레이저,"₩ 129,900",샌드 / 그레이
https://static.zara.net/assets/public/e687/d16e/ff8d4c91af01/835adb2b788b/02605538802015-p/02605538802015-p.jpg?ts=1778674167393,ZW 컬렉션 미디 슬릿 스커트,"₩ 59,900",그레이
https://static.zara.net/assets/public/2c67/0dba/e9744cc680eb/2ffc4193f558/08372150806-p/08372150806-p.jpg?ts=1777541113622,엘라스틱 웨이스트 팬츠,"₩ 49,900",스톤
https://static.zara.net/assets/public/3521/4020/ff7244fb95bf/1023d114fac9/02335637800-a1/02335637800-a1.jpg?ts=1762435762792,미니멀 숏 슬리브 티셔츠,"₩ 21,900",블랙
https://static.zara.net/assets/public/54f1/bdbc/811747818c31/40bcc9bda2f8/04387021515-p/04387021515-p.jpg?ts=1772643406901,플루이드 쇼트 슬리브 셔츠,"₩ 45,900",올리브
https://static.zara.net/assets/public/a0df/5897/bf5c419c8c86/214c3f29ac1b/04786062802-p/04786062802-p.jpg?ts=1774944137970,ZW 컬렉션 셔츠 원피스,"₩ 109,900",그레이
https://static.zara.net/assets/public/bf1f/039e/16c64d889130/c32387d9a2d0/12303810107-ult21/12303810107-ult21.jpg?ts=1779203777920,투명 웨지 샌들,"₩ 79,900",샌드 브라운
https://static.zara.net/assets/public/5465/1ed3/b90d46ed90aa/f071ebfece5d/03991010087-p/03991010087-p.jpg?ts=1779451767940,스트라이프 스트럭처 니트 탑,"₩ 39,900",브라운 / 크림
https://static.zara.net/assets/public/47c1/0584/b20d46b0bcd5/789ea7ad582f/02958163687-p/02958163687-p.jpg?ts=1779440415655,플루이드 스트랩 미디 원피스,"₩ 89,900",페일 로즈
https://static.zara.net/assets/public/400d/4453/5dce481490f3/0a843aebb517/01608048061-a4/01608048061-a4.jpg?ts=1779372561549,깅엄체크 벌룬 팬츠,"₩ 57,900",화이트 / 레드
https://static.zara.net/assets/public/33ad/54f7/57074491b817/f7b677a486ce/09929025800-p/09929025800-p.jpg?ts=1773849973466,엘라스틱 웨이스트 루즈 팬츠,"₩ 45,900",블랙
https://static.zara.net/assets/public/115e/ccc8/a9d64b1fa4af/8437910a00ad/01416035406-a1/01416035406-a1.jpg?ts=1778847860885,Z1975 크로스 데님 스커트 팬츠,"₩ 49,900",라이트 블루
https://static.zara.net/assets/public/56d4/3898/8b034e96a173/74834c3bab1a/00881033506-p/00881033506-p.jpg?ts=1779286194085,워싱 레이스업 탑,"₩ 45,900",라이트 카키
https://static.zara.net/assets/public/5e98/c6e9/45ef46d09b20/137f06260b8e/03653018711-a1/03653018711-a1.jpg?ts=1777367095895,보트넥 니트 블라우스,"₩ 55,900",샌드
https://static.zara.net/assets/public/1745/0a08/cd854045b518/fda0f0b0f4bd/04174179629-p/04174179629-p.jpg?ts=1773233253836,리브드 반소매 티셔츠,"₩ 21,900",라일락
https://static.zara.net/assets/public/46ef/6b84/eedc4cec9476/bb243d75ebb9/03431153251-p/03431153251-p.jpg?ts=1772038876307,홀터넥 티셔츠,"₩ 29,900",스크래치 화이트
https://static.zara.net/assets/public/b708/1df9/8636419da3ed/5c917aaf1d99/03433013104-p/03433013104-p.jpg?ts=1771847069925,쇼트 슬리브 스트라이프 스웨터,"₩ 39,900",스트라이프
https://static.zara.net/assets/public/7883/5ed9/d20c450d86fc/1f6d1c4ac626/03564096653-a1/03564096653-a1.jpg?ts=1778082114894,스트라이프 시퀸 셔츠,"₩ 55,900",로즈핑크 / 백합
https://static.zara.net/assets/public/1269/eef3/13074e4b86eb/b42a7bf3207a/09598096712-e1/09598096712-e1.jpg?ts=1779111655801,도트 세미 시스루 니트 탑,"₩ 49,900",크림
https://static.zara.net/assets/public/8c9a/e462/9acc4a369ae2/2d8ee24dd63d/12639610800-000-e1/12639610800-000-e1.jpg?ts=1776261812168,버클 플랫 샌들,"₩ 59,900",블랙
https://static.zara.net/assets/public/16d4/9016/22b54c099afc/60c6b64121c3/08073523800-a2/08073523800-a2.jpg?ts=1778670859351,린넨 신축성 허리 버뮤다 팬츠,"₩ 45,900",블랙
https://static.zara.net/assets/public/ca56/1314/e76d4df7ab2b/c74833d6e081/03921032250-p/03921032250-p.jpg?ts=1779809708586,포인텔 벨 슬리브 니트 스웨터,"₩ 49,900",화이트
https://static.zara.net/assets/public/e162/8ced/17ec416ab755/de5ad5c3c8d2/02566393737-p/02566393737-p.jpg?ts=1780057889078,ZW 컬렉션 플루이드 콤비 스커트,"₩ 89,900",브라운 / 토프
https://static.zara.net/assets/public/72ec/d9a2/8c724491991e/bd893a8e1c5e/00881001800-p/00881001800-p.jpg?ts=1780045713313,오버사이즈 포켓 거즈 셔츠,"₩ 45,900",블랙
https://static.zara.net/assets/public/f851/35bc/d8944cc6af0a/eb44f5b48aff/06147125427-p/06147125427-p.jpg?ts=1777478800592,Z1975 미드 라이즈 데님 버뮤다,"₩ 55,900",미디움 블루
https://static.zara.net/assets/public/9800/6e0b/cbf64e269c0a/8f48942b3dd6/16824710716-e1/16824710716-e1.jpg?ts=1777376323295,스터드 버킷 숄더백,"₩ 59,900",베이지
https://static.zara.net/assets/public/43ef/0010/4e024cd38cc0/7d090966b392/02906210753-a1/02906210753-a1.jpg?ts=1777979459159,쇼트 슬리브 플루이드 셔츠,"₩ 49,900",초콜렛 블라운
https://static.zara.net/assets/public/ecf8/761a/671742dab464/0853eeee5636/01008021710-p/01008021710-p.jpg?ts=1778076382620,프릴 미디 스커트,"₩ 59,900",베이지
https://static.zara.net/assets/public/aab6/6018/7e6848f5b2ac/033d69f6ec9c/03062738251-ult2/03062738251-ult2.jpg?ts=1779207750879,토글 버튼 벌룬 반소매 셔츠,"₩ 57,900",스크래치 화이트
https://static.zara.net/assets/public/db09/b346/8d3a4a529a05/475931300a72/04387092700-p/04387092700-p.jpg?ts=1779441921818,스트라이프 벨티드 팬츠,"₩ 59,900",브라운
https://static.zara.net/assets/public/f6c8/e1bf/007b49ac80fd/9eb069898c80/01255431507-p/01255431507-p.jpg?ts=1771936982327,포켓 스커트 팬츠,"₩ 55,900",다크 카키
https://static.zara.net/assets/public/4cf9/34f0/859c47bfbad3/8d87d19b16ca/04174176800-p/04174176800-p.jpg?ts=1774957892260,스퀘어넥 티셔츠,"₩ 21,900",블랙
https://static.zara.net/assets/public/212a/5406/17c64b60abdd/04dcd4cfd1b1/05252802406-e1/05252802406-e1.jpg?ts=1778826667731,TRF 미드라이즈 디스트로이드 데님 조츠,"₩ 55,900",라이트 블루
https://static.zara.net/assets/public/64bd/ccee/bf0740228093/f8d0f2b805c2/08338457800-p/08338457800-p.jpg?ts=1774618470555,도트 새틴 미디 스커트,"₩ 49,900",블랙
https://static.zara.net/assets/public/7a5e/8c1c/626f446e9fa1/b23fac677293/01822016902-p/01822016902-p.jpg?ts=1778059471450,콤비 반소매 니트 재킷,"₩ 59,900",핑크
https://static.zara.net/assets/public/b59a/243c/c37140eea15b/dd52c92762b5/11619710400-e1/11619710400-e1.jpg?ts=1777908070251,레더 플랫 샌들,"₩ 79,900",블루
https://static.zara.net/assets/public/0192/041f/9f234a45ba1a/9adb7ca63bbd/04387041250-p/04387041250-p.jpg?ts=1779280306179,스카프 벨트 포플린 팬츠,"₩ 57,900",화이트
https://static.zara.net/assets/public/cc6f/59ab/f86f474aab71/e45a1f8befe4/03641328800-p/03641328800-p.jpg?ts=1775819504316,코튼 모달 스트랩 탑,"₩ 15,900",블랙
https://static.zara.net/assets/public/e5bb/65bf/92304df7b87f/814a8b3c104e/15817710800-e1/15817710800-e1.jpg?ts=1770710564288,청키 버클 발레리나 슈즈,"₩ 69,900",블랙
https://static.zara.net/assets/public/8809/f7fd/521d4c92855c/e0f5dfa2fbf2/05755060080-a3/05755060080-a3.jpg?ts=1779447391659,스트라이프 니트 폴로셔츠,"₩ 49,900",크림 / 블루
https://static.zara.net/assets/public/da2b/5c18/80d944a685b8/afea7f915e38/01165130732-a3/01165130732-a3.jpg?ts=1779441858451,스트라이프 와이드 팬츠,"₩ 57,900",카라멜
https://static.zara.net/assets/public/ca62/c87a/4d554befa6df/0335b7d30c6a/04083036406-h1/04083036406-h1.jpg?ts=1777384302853,SHORTS Z1975 미드라이즈 맘핏,"₩ 45,900",라이트 블루
https://static.zara.net/assets/public/9976/d024/1160407ab398/d01dfa640946/00085092250-p/00085092250-p.jpg?ts=1778588133164,슬러브 텍스트 티셔츠,"₩ 35,900",화이트
https://static.zara.net/assets/public/5362/77a4/4e2e45249196/f32810e9c8ea/09598023072-a5/09598023072-a5.jpg?ts=1777364104368,파인 니트 브이넥 스웨터,"₩ 55,900",아이보리-화이트
https://static.zara.net/assets/public/b473/5329/ddef40d3a436/2f3c7461a322/08779006942-p/08779006942-p.jpg?ts=1776874667223,파인 니트 브이넥 스웨터,"₩ 55,900",베이지 핑크
https://static.zara.net/assets/public/a277/0818/32ef42628615/3b9ed6a20e89/02893242712-p/02893242712-p.jpg?ts=1776871517294,청키 니트 재킷,"₩ 59,900",크림
https://static.zara.net/assets/public/0482/c94d/36144f2c9b8a/0228f30a21d1/07521044712-p/07521044712-p.jpg?ts=1779792155119,ZW 컬렉션 로맨틱 코튼 셔츠,"₩ 59,900",크림
https://static.zara.net/assets/public/cdfe/f2a6/89844ece89ed/5ec5fc8653cc/04365001400-p/04365001400-p.jpg?ts=1774971516612,SHORTS 데님 TRF 하이웨이스트 디스트로이드,"₩ 49,900",블루
https://static.zara.net/assets/public/6813/374e/806b43da8eec/d40add90f99d/03046473800-p/03046473800-p.jpg?ts=1776163226655,하이웨이스트 쇼츠,"₩ 45,900",블랙
https://static.zara.net/assets/public/6743/c728/a062456c8e49/2763b4a05b46/02335186822-p/02335186822-p.jpg?ts=1779202382906,인터록 버뮤다 팬츠,"₩ 39,900",먹색
https://static.zara.net/assets/public/955c/4ae0/03de4807847f/31a229fda04f/06462001098-p/06462001098-p.jpg?ts=1779274091074,스트라이프 반소매 티셔츠,"₩ 29,900",그린 / 크림
https://static.zara.net/assets/public/f348/85bd/2928473e8d68/029128c25ce4/04661452800-a1/04661452800-a1.jpg?ts=1778144256264,카프리 팬츠,"₩ 55,900",블랙
https://static.zara.net/assets/public/ac4e/0311/6f7e4ef38eb8/32218535b48f/02142159819-a1/02142159819-a1.jpg?ts=1779097559772,러스틱 니트 재킷,"₩ 59,900",블루 그레이
https://static.zara.net/assets/public/e9be/c91c/e2e34e0abdd1/4ac4780c0f86/13864710202-p/13864710202-p.jpg?ts=1776679614163,메탈릭 디테일 플랫 샌들,"₩ 55,900",멀티컬러
https://static.zara.net/assets/public/4f0f/ada8/bd024963a29f/a60d2f0f18a2/05344202800-p/05344202800-p.jpg?ts=1779278083801,크로셰 파레오 스카프,"₩ 59,900",크림
https://static.zara.net/assets/public/c1d8/fac3/d63f4da6b99e/68c3506a62b2/05802022080-p/05802022080-p.jpg?ts=1779272141031,펀칭 니트 폴로셔츠,"₩ 59,900",크림 / 블루
https://static.zara.net/assets/public/a3c2/6f9c/82c741c29c6b/5ff9af9223cc/03253019620-p/03253019620-p.jpg?ts=1779981786665,텍스트 스웨트셔츠,"₩ 39,900",로즈핑크
https://static.zara.net/assets/public/2198/6f74/35b648bd9166/49ba6c123c21/06236032330-p/06236032330-p.jpg?ts=1779809735043,스트라이프 스트럭처 니트 탑,"₩ 39,900",멀티컬러
https://static.zara.net/assets/public/17b1/25c6/ae554512941e/adf8a0199969/08779143049-p/08779143049-p.jpg?ts=1776085517136,러스틱 쇼트 슬리브 폴로셔츠,"₩ 49,900",브라운-블루
https://static.zara.net/assets/public/1546/c4ee/cda04c1b9c0c/9ed97eaf68b6/03253301250-p/03253301250-p.jpg?ts=1777558580645,리브드 코튼 탱크 탑,"₩ 17,900",화이트
https://static.zara.net/assets/public/ac06/6522/11e84ebab2da/55110f1f527d/07149080104-p/07149080104-p.jpg?ts=1780043436376,ZW 컬렉션 배럴 팬츠,"₩ 89,900",스트라이프
https://static.zara.net/assets/public/c3f3/d33e/58124a87b337/a69881721de3/12644710002000-ult/12644710002000-ult.jpg?ts=1778835438776,꼬임 플랫 샌들,"₩ 79,900",크림 화이트
https://static.zara.net/assets/public/0d47/e736/f2204cc8beea/b230b24308f0/03653020633-a1/03653020633-a1.jpg?ts=1779447381800,스트라이프 니트 폴로 재킷,"₩ 57,900",워싱 로즈핑크
https://static.zara.net/assets/public/0413/8c44/14f447709aaa/c180ea8f64cb/16139810800-e1/16139810800-e1.jpg?ts=1779789722895,리본 숄더백,"₩ 49,900",블랙
https://static.zara.net/assets/public/befc/955c/990942debe4d/25b84fbbb969/04424306250-p/04424306250-p.jpg?ts=1773136686283,러스틱 코튼 티셔츠,"₩ 17,900",화이트
https://static.zara.net/assets/public/d83c/1995/38ed45f789f2/ba1ffc1960e0/06427026721-a2/06427026721-a2.jpg?ts=1778769303996,7부 소매 니트 재킷,"₩ 59,900",라이트 베이지
